slide_id,fov_id,blob,bin,slide_density_mean,slide_density_std,predicted_density_score,predicted_density_label,predicted_overlap_score,predicted_overlap_label
RUB-72501771,240,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-240-RUB-72501771.png,1,0.1606,0.171,0.1244738123,sparser,0.117618108,no rouleaux
RUB-72501771,95,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-095-RUB-72501771.png,1,0.1606,0.171,0.1379476111,sparser,0.1036362512,no rouleaux
RUB-72501771,169,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-169-RUB-72501771.png,1,0.1606,0.171,0.1444793174,sparser,0.126151333,no rouleaux
RUB-72501771,120,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-120-RUB-72501771.png,1,0.1606,0.171,0.1535663243,sparser,0.2024347349,no rouleaux
RUB-72501771,42,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-042-RUB-72501771.png,1,0.1606,0.171,0.162090348,sparser,0.1319673931,no rouleaux
RUB-72501771,77,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-077-RUB-72501771.png,1,0.1606,0.171,0.1685889637,sparser,0.1585295401,no rouleaux
RUB-72501771,29,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-029-RUB-72501771.png,1,0.1606,0.171,0.174557562,sparser,0.2040496166,no rouleaux
RUB-72501771,186,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-186-RUB-72501771.png,1,0.1606,0.171,0.1810354404,sparser,0.1617781221,no rouleaux
RUB-72501771,259,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-259-RUB-72501771.png,1,0.1606,0.171,0.1911691855,sparser,0.1631922648,no rouleaux
RUB-72501771,148,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-148-RUB-72501771.png,1,0.1606,0.171,0.2121119854,sparser,0.2036285226,no rouleaux
RUB-72501771,76,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-076-RUB-72501771.png,1,0.1606,0.171,0.2234212122,sparser,0.1851863945,no rouleaux
RUB-72501771,276,gs://tanzania_02032026/TZ2025-Box3/RUB-72501771/dpc-276-RUB-72501771.png,1,0.1606,0.171,0.2267910838,sparser,0.1956279489,no rouleaux
